"LATITUDE_PRED","LONGITUDE_PRED","FLOOR_PRED"
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864928.10323333,-7689.96893333395,1
4864928.10323333,-7689.96893333395,1
4864928.10323333,-7689.96893333395,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864928.10323333,-7689.96893333395,1
4864928.10323333,-7689.96893333395,1
4864928.10323333,-7689.96893333395,1
4864928.10323333,-7689.96893333395,1
4864928.10323333,-7689.96893333395,1
4864928.10323333,-7689.96893333395,1
4864927.96758889,-7690.44208148191,1
4864927.96758889,-7690.44208148191,1
4864928.10323333,-7689.96893333395,1
4864928.10323333,-7689.96893333395,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864928.14198889,-7689.83374814882,1
4864930.44973547,-7689.56425293465,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.9080533,-7690.0369484515,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864928.81189518,-7687.82706655373,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864928.0824533,-7689.42861511841,1
4864928.0824533,-7689.42861511841,1
4864928.81189518,-7687.82706655373,1
4864928.0824533,-7689.42861511841,1
4864928.0824533,-7689.42861511841,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864930.23553795,-7685.97797798081,1
4864930.99542505,-7684.0097716174,1
4864931.1332561,-7683.03269254213,1
4864931.84304983,-7680.9854868483,1
4864931.84304983,-7680.9854868483,1
4864930.99542505,-7684.0097716174,1
4864931.94167406,-7681.71235901146,1
4864930.13033872,-7686.08446833003,1
4864931.84304983,-7680.9854868483,1
4864931.84304983,-7680.9854868483,1
4864932.62864859,-7678.84756409955,1
4864932.62864859,-7678.84756409955,1
4864932.28948687,-7682.01845767795,1
4864932.82879155,-7678.15217326976,1
4864931.20163151,-7682.69900727313,1
4864930.3115903,-7684.70016656619,1
4864932.82879155,-7678.15217326976,1
4864932.82879155,-7678.15217326976,1
4864932.82879155,-7678.15217326976,1
4864933.18720502,-7679.07317223926,1
4864932.11743768,-7676.291180212,1
4864932.48962983,-7681.32306684816,1
4864931.20163151,-7682.69900727313,1
4864932.48962983,-7681.32306684816,1
4864934.09993151,-7676.05690727299,1
4864934.22368801,-7667.2986531231,1
4864932.11743768,-7676.291180212,1
4864934.66200741,-7667.14010463238,1
4864934.66200741,-7667.14010463238,1
4864934.22368801,-7667.2986531231,1
4864932.378297,-7676.00341957868,1
4864932.48962983,-7681.32306684816,1
4864932.48962983,-7681.32306684816,1
4864934.46309701,-7671.44895463903,1
4864934.84135266,-7675.8654677607,1
4864935.276597,-7669.36131957855,1
4864933.56594834,-7661.76738280348,1
4864934.92286673,-7666.85234399906,1
4864934.84135266,-7675.8654677607,1
4864934.92286673,-7666.85234399906,1
4864928.49623726,-7674.69697233387,1
4864933.65573626,-7679.52183000707,1
4864933.65573626,-7679.52183000707,1
4864926.77285661,-7658.18160325108,1
4864937.09711871,-7670.3661613055,1
4864933.67990293,-7663.98129667305,1
4864928.79759287,-7658.20219992381,1
4864928.79759287,-7658.20219992381,1
4864928.19952227,-7657.85722759051,1
4864933.12085425,-7660.7548553105,1
4864927.62433626,-7657.77946333923,1
4864927.62433626,-7657.77946333923,1
4864927.62433626,-7657.77946333923,1
4864927.62433626,-7657.77946333923,1
4864927.62433626,-7657.77946333923,1
4864927.62433626,-7657.77946333923,1
4864927.62433626,-7657.77946333923,1
4864930.71954019,-7658.5687023395,1
4864933.67990293,-7663.98129667305,1
4864928.19952227,-7657.85722759051,1
4864933.12085425,-7660.7548553105,1
4864933.12085425,-7660.7548553105,1
4864936.09952092,-7663.25585531128,1
4864934.09895132,-7647.69472530454,1
4864934.09895132,-7647.69472530454,1
4864936.61935439,-7654.08418305893,1
4864936.90545132,-7649.92025863846,1
4864936.61935439,-7654.08418305893,1
4864936.61935439,-7654.08418305893,1
4864937.65738466,-7653.45229197139,1
4864936.90545132,-7649.92025863846,1
4864948.40671326,-7644.02080991148,2
4864947.89714435,-7643.72700797391,2
4864947.89714435,-7643.72700797391,2
4864948.10552489,-7643.4203309428,1
4864947.89714435,-7643.72700797391,2
4864947.89714435,-7643.72700797391,2
4864947.56281102,-7643.25935241784,2
4864948.40671326,-7644.02080991148,1
4864947.56281102,-7643.25935241784,2
4864947.56281102,-7643.25935241784,2
4864947.53160546,-7643.07949315885,2
4864947.57421391,-7643.21921777162,2
4864948.10552489,-7643.4203309428,1
4864948.10552489,-7643.4203309428,1
4864947.9397528,-7643.86673258668,2
4864948.10552489,-7643.4203309428,1
4864948.10552489,-7643.4203309428,1
4864947.9397528,-7643.86673258668,2
4864948.10552489,-7643.4203309428,2
4864948.10552489,-7643.4203309428,2
4864947.9397528,-7643.86673258668,2
4864948.10552489,-7643.4203309428,1
4864948.10552489,-7643.4203309428,2
4864948.24126905,-7644.4893251103,2
4864961.37646667,-7637.06815555609,2
4864956.54833812,-7638.43639280231,2
4864961.37646667,-7637.06815555609,2
4864961.37646667,-7637.06815555609,2
4864947.9397528,-7643.86673258668,2
4864957.96123812,-7638.69641780251,2
4864961.37646667,-7637.06815555609,2
4864953.77775822,-7640.00103094292,2
4864961.37646667,-7637.06815555609,2
4864961.37646667,-7637.06815555609,2
4864953.77775822,-7640.00103094292,2
4864948.40704114,-7644.04292346641,2
4864948.40704114,-7644.04292346641,2
4864948.40704114,-7644.04292346641,2
4864948.40704114,-7644.04292346641,2
4864955.4958528,-7640.79413258708,2
4864947.89714435,-7643.72700797391,2
4864953.77775822,-7640.00103094292,2
4864947.89714435,-7643.72700797391,2
4864953.61198613,-7640.44743258681,2
4864947.89714435,-7643.72700797391,2
4864947.89714435,-7643.72700797391,2
4864961.37646667,-7637.06815555609,2
4864947.89714435,-7643.72700797391,2
4864961.37646667,-7637.06815555609,2
4864948.10552489,-7643.4203309428,2
4864961.37646667,-7637.06815555609,2
4864961.37646667,-7637.06815555609,2
4864961.37646667,-7637.06815555609,2
4864947.90854724,-7643.68687332769,2
4864947.90854724,-7643.68687332769,2
4864953.61198613,-7640.44743258681,2
4864947.90854724,-7643.68687332769,2
4864947.90854724,-7643.68687332769,2
4864947.89714435,-7643.72700797391,2
4864955.4958528,-7640.79413258708,2
4864951.32565296,-7642.93974909293,2
4864951.32565296,-7642.93974909293,2
4864947.9397528,-7643.86673258668,2
4864947.89714435,-7643.72700797391,2
4864951.32565296,-7642.93974909293,2
4864951.32565296,-7642.93974909293,2
4864951.32565296,-7642.93974909293,2
4864951.32565296,-7642.93974909293,2
4864947.89714435,-7643.72700797391,2
4864956.54833812,-7638.43639280231,2
4864954.83358824,-7640.3056301819,2
4864957.20626683,-7639.21377206194,2
4864959.62485008,-7636.76964753006,1
4864958.83701325,-7637.39041351495,2
4864956.54833812,-7638.43639280231,2
4864956.54833812,-7638.43639280231,2
4864956.83918433,-7638.9090513533,2
4864961.37646667,-7637.06815555609,2
4864956.54833812,-7638.43639280231,2
4864959.62485008,-7636.76964753006,1
4864964.4280335,-7635.67351650627,1
4864961.12919788,-7636.74926446093,1
4864964.4280335,-7635.67351650627,1
4864961.37646667,-7637.06815555609,1
4864964.4280335,-7635.67351650627,1
4864961.37646667,-7637.06815555609,1
4864959.62485008,-7636.76964753006,1
4864966.84661675,-7633.22939197439,1
4864964.4280335,-7635.67351650627,0
4864974.80691076,-7632.20266769162,0
4864970.88397971,-7634.66717529263,1
4864974.80691076,-7632.20266769162,1
4864974.80691076,-7632.20266769162,1
4864974.80691076,-7632.20266769162,1
4864974.80691076,-7632.20266769162,1
4864974.80691076,-7632.20266769162,1
4864974.80691076,-7632.20266769162,1
4864974.80691076,-7632.20266769162,1
4864974.80691076,-7632.20266769162,1
4864981.56814097,-7617.94994417265,1
4864979.43693673,-7626.65797408391,1
4864979.43693673,-7626.65797408391,1
4864979.51156428,-7618.64583538161,1
4864974.80691076,-7632.20266769162,1
4864977.85835407,-7613.0648917783,1
4864979.43693673,-7626.65797408391,1
4864979.51156428,-7618.64583538161,1
4864979.43693673,-7626.65797408391,1
4864979.43693673,-7626.65797408391,1
4864975.55830556,-7619.44257201686,1
4864987.80369053,-7630.08404863063,1
4864975.98012492,-7625.36288028012,1
4864978.80470875,-7617.4600280946,1
4864975.55830556,-7619.44257201686,1
4864975.55830556,-7619.44257201686,1
4864975.55830556,-7619.44257201686,1
4864977.78483885,-7614.03674266026,1
4864975.55830556,-7619.44257201686,1
4864975.55830556,-7619.44257201686,1
4864976.78355246,-7614.97420855279,1
4864977.78483885,-7614.03674266026,1
4864977.09949584,-7617.53505655545,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.95239673,-7617.30455822549,1
4864978.61488603,-7614.10269451531,1
4864978.61488603,-7614.10269451531,1
4864978.61488603,-7614.10269451531,1
4864978.61488603,-7614.10269451531,1
4864978.61488603,-7614.10269451531,1
4864978.61488603,-7614.10269451531,1
4864980.06102653,-7607.29462289408,1
4864978.61488603,-7614.10269451531,1
4864977.78483885,-7614.03674266026,1
4864978.93082942,-7616.66354251796,1
4864980.06102653,-7607.29462289408,1
4864978.65772714,-7592.18281850719,1
4864978.65772714,-7592.18281850719,1
4864978.65772714,-7592.18281850719,1
4864978.55240409,-7592.14996423616,1
4864980.52466386,-7592.66710096869,1
4864980.77281983,-7591.49175593628,1
4864980.77281983,-7591.49175593628,1
4864982.80945799,-7591.94756568432,1
4864980.52466386,-7592.66710096869,1
4864980.92640972,-7599.48025056318,1
4864980.91493454,-7607.72501427675,1
4864980.92640972,-7599.48025056318,1
4864980.68293789,-7605.16203959278,1
4864980.68293789,-7605.16203959278,1
4864978.61488603,-7614.10269451531,1
4864980.68293789,-7605.16203959278,1
4864980.92640972,-7599.48025056318,1
4864980.67825375,-7600.65559559558,1
4864980.68293789,-7605.16203959278,1
4864978.64161559,-7600.19978584754,1
4864978.64161559,-7600.19978584754,1
4864978.64161559,-7600.19978584754,1
4864978.64161559,-7600.19978584754,1
4864980.92640972,-7599.48025056318,1
4864978.9423046,-7608.41877880439,1
4864980.37696991,-7609.85547089674,1
4864982.36107504,-7600.91694265552,1
4864980.92640972,-7599.48025056318,1
4864980.37696991,-7609.85547089674,1
4864980.37696991,-7609.85547089674,1
4864984.51339924,-7592.34004332833,1
4864984.51339924,-7592.34004332833,1
4864983.44692199,-7595.18724714905,1
4864983.58109063,-7595.66115850491,1
4864983.03204529,-7596.28880284489,1
4864984.51339924,-7592.34004332833,1
4864984.66359709,-7591.77411485699,1
4864982.27186354,-7592.86712104413,1
4864980.37696991,-7609.85547089674,1
4864982.02370757,-7594.04246607654,1
4864982.02370757,-7594.04246607654,1
4864983.81471817,-7594.78066170418,1
4864982.24521059,-7597.3755401902,1
4864982.24521059,-7597.3755401902,1
4864982.24521059,-7597.3755401902,1
4864982.24521059,-7597.3755401902,1
4864982.24521059,-7597.3755401902,1
4864982.24521059,-7597.3755401902,1
4864982.42645976,-7597.15448129509,1
4864982.02370757,-7594.04246607654,1
4864982.24521059,-7597.3755401902,1
4864982.24521059,-7597.3755401902,1
4864982.24521059,-7597.3755401902,1
4864982.42645976,-7597.15448129509,1
4864982.42645976,-7597.15448129509,1
4864982.42645976,-7597.15448129509,1
4864982.02370757,-7594.04246607654,1
4864982.02370757,-7594.04246607654,1
4864982.02370757,-7594.04246607654,1
4864980.01064743,-7593.46712557982,1
4864980.01064743,-7593.46712557982,1
4864980.01064743,-7593.46712557982,1
4864980.11597049,-7593.49997985086,1
4864978.45308773,-7592.08693183392,1
4864978.45308773,-7592.08693183392,1
4864978.45308773,-7592.08693183392,1
4864980.45419999,-7596.63734456256,1
4864978.45308773,-7592.08693183392,1
4864978.45308773,-7592.08693183392,1
4864978.45308773,-7592.08693183392,1
4864978.45308773,-7592.08693183392,1
4864978.45308773,-7592.08693183392,1
4864978.45308773,-7592.08693183392,1
4864978.45308773,-7592.08693183392,1
4864978.45308773,-7592.08693183392,1
4864978.45308773,-7592.08693183392,1
4864978.45308773,-7592.08693183392,1
4864978.65772714,-7592.18281850719,1
4864978.45308773,-7592.08693183392,1
4864978.65772714,-7592.18281850719,1
4864978.65772714,-7592.18281850719,1
4864978.69356524,-7592.16306013737,1
4864978.69356524,-7592.16306013737,1
4864980.97835936,-7591.443524853,1
4864980.97835936,-7591.443524853,1
4864978.69356524,-7592.16306013737,1
4864978.69356524,-7592.16306013736,1
4864978.69356524,-7592.16306013737,1
4864978.69356524,-7592.16306013736,1
4864978.69356524,-7592.16306013736,1
4864978.69356524,-7592.16306013736,1
4864978.69356524,-7592.16306013736,1
4864978.69356524,-7592.16306013736,1
4864978.69356524,-7592.16306013736,1
4864978.69356524,-7592.16306013736,1
4864978.69356524,-7592.16306013736,1
4864978.69356524,-7592.16306013736,1
4864978.69356524,-7592.16306013736,1
4864978.69356524,-7592.16306013736,1
4864978.69356524,-7592.16306013736,1
4864978.65772714,-7592.18281850719,1
4864978.65772714,-7592.18281850719,1
4864978.65772714,-7592.18281850719,1
4864978.65772714,-7592.18281850719,1
4864978.65772714,-7592.18281850719,1
4864978.69356524,-7592.16306013736,1
4864980.77281983,-7591.49175593628,1
4864980.77281983,-7591.49175593628,1
4864980.77281983,-7591.49175593628,1
4864905.90778028,-7635.38938068859,1
4864904.64582538,-7636.82203777,1
4864926.16366882,-7642.78584870346,2
4864927.73835556,-7690.36568148255,1
4864919.32849593,-7642.27751655855,1
4864930.2065,-7644.30129999916,1
4864930.60310185,-7650.02237957899,1
4864933.76493333,-7650.05886666601,1
4864937.48521799,-7653.17682530452,1
4864938.09593376,-7657.33615660305,1
4864933.65573626,-7679.52183000707,1
4864935.86898367,-7661.41670624526,1
4864932.617706,-7680.15372109462,1
4864934.8309534,-7662.0485973328,1
4864930.13033872,-7686.08446833003,1
4864928.0824533,-7689.42861511841,1
4864927.73835556,-7690.36568148255,1
4864927.96758889,-7690.44208148191,1
4864937.48521799,-7653.17682530452,1
4864939.37238465,-7649.0738253044,1
4864904.64582538,-7636.82203777,1
4864906.3062622,-7636.89489488923,1
4864948.10552489,-7643.4203309428,2
4864959.98641453,-7637.55633600879,1
4864947.9397528,-7643.86673258668,2
4864957.20626683,-7639.21377206194,2
4864956.39795075,-7638.92346622636,2
4864958.83701325,-7637.39041351495,2
4864956.39795075,-7638.92346622636,2
4864953.9300824,-7634.38740549063,0
4864956.66355296,-7639.05279353699,2
4864959.08213621,-7636.60866900511,2
4864959.24565513,-7636.82093371902,1
4864959.83093226,-7637.64005033219,1
4864958.83701325,-7637.39041351495,2
4864958.58012449,-7637.34783753796,1
4864953.77775822,-7640.00103094292,1
4864963.03798136,-7636.16169695897,1
4864959.62485008,-7636.76964753006,1
4864979.70685561,-7622.5143548301,1
4864974.96025503,-7621.93959484578,1
4864978.10078224,-7616.59759066292,1
4864978.04387795,-7612.83661357396,1
4864981.5803289,-7600.73846420836,1
4864983.08868519,-7593.44473230945,1
4864980.52466386,-7592.66710096869,1
4864978.69356524,-7592.16306013736,1
4864980.36082481,-7592.6294180596,1
4864980.36082481,-7592.6294180596,1
4864978.90283713,-7613.9040760819,1
4864984.7677141,-7632.88060428896,1
4864985.37758532,-7633.93126919103,1
4864978.56784521,-7605.85310216369,1
4865010.2087665,-7640.65722415718,1
4865006.71913178,-7639.84885580947,1
4865010.12160416,-7641.00832199456,1
4864996.41014621,-7621.56932545364,1
4865015.3889304,-7641.53989867611,1
4865013.16685264,-7641.16613516789,1
4864982.69777716,-7591.61091877486,1
4864983.39523994,-7593.225910185,1
4864984.15974127,-7590.76292284746,1
4864982.00728544,-7597.86422434217,1
4864983.39523994,-7593.225910185,1
4864983.068584,-7593.54624500047,1
4864983.39523994,-7593.225910185,1
4864982.52673993,-7601.31668043777,1
4864978.51746612,-7592.02560484943,1
4864986.0607589,-7633.73706402392,1
4864987.44948047,-7633.17395994758,1
4864983.15094886,-7627.50833411572,1
4864986.73116309,-7632.96726746561,1
4864986.73116309,-7632.96726746561,1
4864985.3713737,-7633.54673314318,1
4864985.43012732,-7633.56548765711,1
4864986.71004731,-7633.33916163228,1
4864978.10078224,-7616.59759066292,1
4864981.26114969,-7624.1779839828,1
4864981.26114969,-7624.1779839828,1
4864983.21521852,-7623.78707110083,1
4864985.43012732,-7633.56548765711,1
4864985.45905949,-7633.58184925833,1
4864985.45905949,-7633.58184925833,1
4864985.45905949,-7633.58184925833,1
4864981.26114969,-7624.1779839828,1
4864985.45905949,-7633.58184925833,1
4864984.09766533,-7634.15759521586,1
4864979.79702646,-7624.29446755153,1
4864981.26114969,-7624.1779839828,1
4864985.3713737,-7633.54673314318,1
4864987.44948047,-7633.17395994758,1
4864986.71004731,-7633.33916163228,1
4864986.1484447,-7633.77218013907,1
4864986.71004731,-7633.33916163228,1
4864985.32132574,-7633.90226570862,1
4864978.30741115,-7612.13720302261,1
4864981.95348573,-7619.43209180962,1
4864979.61211504,-7619.37939005222,1
4864981.95348573,-7619.43209180962,1
4864981.48380047,-7621.83926240141,1
4864977.74616311,-7614.66692731087,1
4864977.74616311,-7614.66692731087,1
4864978.51756245,-7619.92271610518,1
4864977.57469429,-7616.60047352639,1
4864978.34609362,-7621.8562623207,1
4864977.74616311,-7614.66692731087,1
4864977.90921161,-7614.80286124882,1
4864981.29688651,-7628.33028287358,1
4864980.89541041,-7627.67451687328,1
4864983.46667833,-7633.47882448045,1
4864982.25519981,-7627.09505119572,1
4864979.94559784,-7622.86411288154,1
4864978.95596484,-7622.90692722277,1
4864984.99931367,-7627.27205312131,1
4864977.90921161,-7614.80286124882,1
4864978.30741115,-7612.13720302261,1
4864978.95596484,-7622.90692722277,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864980.51305763,-7602.45917509925,1
4864979.44429139,-7623.23986211697,1
4864979.4640919,-7621.72359574234,1
4864982.1909611,-7627.11648357092,1
4864978.83442018,-7622.1891972149,1
4864978.83442018,-7622.1891972149,1
4864978.83442018,-7622.1891972149,1
4864979.67440919,-7605.33029166752,1
4864980.50999835,-7603.2381263503,1
4864978.30741115,-7612.13720302261,1
4864979.55990225,-7605.63326102782,1
4864980.82207311,-7602.9776190972,1
4864979.55990225,-7605.63326102782,1
4864982.54588041,-7595.32786355776,1
4864983.09707707,-7598.35088169147,1
4864983.61978066,-7596.56926313418,1
4864982.23932566,-7595.5466856822,1
4864982.77042113,-7598.67121650694,1
4864982.77042113,-7598.67121650694,1
4864982.69017887,-7601.53203858791,1
4864983.407952,-7598.98222704968,1
4864982.69017887,-7601.53203858791,1
4864982.69017887,-7601.53203858791,1
4864982.69017887,-7601.53203858791,1
4864982.69017887,-7601.53203858791,1
4864982.69017887,-7601.53203858791,1
4864982.69017887,-7601.53203858791,1
4864983.39523994,-7593.225910185,1
4864983.39523994,-7593.225910185,1
4864984.98975944,-7590.27968721887,1
4864980.86667854,-7591.10687794354,1
4864983.39523994,-7593.225910185,1
4864984.15974127,-7590.76292284746,1
4864983.39523994,-7593.225910185,1
4864982.69777716,-7591.61091877486,1
4864962.27856462,-7635.19748919537,1
4864957.82070775,-7636.38362977436,1
4864934.40226667,-7649.79576666653,1
4864933.92678465,-7647.41925863767,1
4864933.92678465,-7647.41925863767,1
4864936.90545132,-7649.92025863846,1
4864932.07801793,-7649.61498000288,1
4864932.07801793,-7649.61498000288,1
4864931.66018681,-7645.76124067472,1
4864935.15324911,-7655.36110272778,1
4864932.53653333,-7646.34486666694,1
4864926.25673519,-7645.51847957878,1
4864926.25673519,-7645.51847957878,1
4864926.25673519,-7645.51847957878,1
4864932.07801793,-7649.61498000288,1
4864926.25673519,-7645.51847957878,1
4864927.69330185,-7644.72224624514,1
4864926.01806852,-7645.61057957941,1
4864926.01806852,-7645.61057957941,1
4864926.25673519,-7645.51847957878,1
4864930.2065,-7644.30129999916,1
4864932.07801793,-7649.61498000288,1
4864932.07801793,-7649.61498000288,1
4864935.15324911,-7655.36110272778,1
4864934.46309701,-7671.44895463903,1
4864936.14060251,-7661.98492863141,1
4864935.87974319,-7662.27268926473,1
4864936.14060251,-7661.98492863141,1
4864936.14060251,-7661.98492863141,1
4864932.64187266,-7664.6131877606,1
4864936.05908844,-7670.99805239304,1
4864937.67365218,-7661.75056048218,1
4864934.46309701,-7671.44895463903,1
4864937.67365218,-7661.75056048218,1
4864934.05851884,-7655.4369223863,1
4864935.15324911,-7655.36110272778,1
4864933.62019944,-7655.59547087701,1
4864933.62019944,-7655.59547087701,1
4864933.62019944,-7655.59547087701,1
4864936.05908844,-7670.99805239304,1
4864934.46309701,-7671.44895463903,1
4864936.05908844,-7670.99805239304,1
4864934.05851884,-7655.4369223863,1
4864934.05851884,-7655.4369223863,1
4864929.04098244,-7648.60319796493,1
4864930.66137175,-7658.79124537718,1
4864933.62019944,-7655.59547087701,1
4864935.15324911,-7655.36110272778,1
4864934.05851884,-7655.4369223863,1
4864932.07999374,-7680.4598984594,1
4864933.01564209,-7677.54758555045,1
4864934.63062698,-7670.6934493653,1
4864933.01564209,-7677.54758555045,1
4864933.01564209,-7677.54758555045,1
4864936.14060251,-7661.98492863141,1
4864932.77869818,-7678.07317393935,1
4864930.13033872,-7686.08446833003,1
4864931.06598707,-7683.17215542108,1
4864933.74620124,-7673.54793169351,1
4864933.01564209,-7677.54758555045,1
4864932.07999374,-7680.4598984594,1
4864934.96393702,-7668.68051632585,1
4864932.07999374,-7680.4598984594,1
4864932.07999374,-7680.4598984594,1
4864932.07999374,-7680.4598984594,1
4864932.07999374,-7680.4598984594,1
4864932.07999374,-7680.4598984594,1
4864933.71321728,-7675.29769094156,1
4864932.07999374,-7680.4598984594,1
4864933.74620124,-7673.54793169351,1
4864933.01564209,-7677.54758555045,1
4864933.01564209,-7677.54758555045,1
4864932.77869818,-7678.07317393935,1
4864932.48962983,-7681.32306684816,1
4864936.25799884,-7666.6892023864,1
4864932.48962983,-7681.32306684816,1
4864936.05908844,-7670.99805239305,1
4864933.01564209,-7677.54758555045,1
4864931.84304983,-7680.9854868483,1
4864936.05908844,-7670.99805239304,1
4864936.14060251,-7661.98492863141,1
4864934.25237133,-7666.27693624363,1
4864934.63062698,-7670.6934493653,1
4864934.63062698,-7670.6934493653,1
4864933.33656516,-7672.68476330475,1
4864935.28618756,-7673.17274950521,1
4864935.28618756,-7673.1727495052,1
4864935.7149164,-7669.20277108784,1
4864935.28618756,-7673.17274950521,1
4864935.7149164,-7669.20277108784,1
4864935.28618756,-7673.1727495052,1
4864935.28618756,-7673.17274950521,1
4864935.7149164,-7669.20277108784,1
4864935.28618756,-7673.1727495052,1
4864932.77869818,-7678.07317393935,1
4864933.96495423,-7675.18901617156,1
4864932.77869818,-7678.07317393935,1
4864932.87732241,-7678.80004610251,1
4864932.48962983,-7681.32306684816,1
4864935.28618756,-7673.1727495052,1
4864932.77869818,-7678.07317393935,1
4864935.28618756,-7673.17274950521,1
4864929.26337474,-7689.60698141787,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864932.57855522,-7678.76856476914,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864928.0824533,-7689.42861511841,1
4864928.8423404,-7687.460408755,1
4864930.13033872,-7686.08446833003,1
4864928.0824533,-7689.42861511841,1
4864927.73835556,-7690.36568148255,1
4864928.64219744,-7688.15579958479,1
4864931.06598707,-7683.17215542108,1
4864928.64219744,-7688.15579958479,1
4864927.73835556,-7690.36568148255,1
4864930.13033872,-7686.08446833003,1
4864928.8423404,-7687.460408755,1
4864930.13033872,-7686.08446833003,1
4864928.81189518,-7687.82706655373,1
4864928.46779744,-7688.76413291787,1
4864928.46779744,-7688.76413291787,1
4864929.93019576,-7686.77985915982,1
4864929.02635388,-7688.98974105758,1
4864928.46779744,-7688.76413291787,1
4864928.46779744,-7688.76413291787,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864928.0824533,-7689.42861511841,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864927.73835556,-7690.36568148255,1
4864946.65249156,-7644.46397538678,1
4864946.65249156,-7644.46397538678,1
4864946.65249156,-7644.46397538678,1
4864946.65249156,-7644.46397538678,1
4864946.65249156,-7644.46397538678,1
4864946.65249156,-7644.46397538678,1
4864946.87340267,-7645.061864782,1
4864944.27691112,-7645.77255606196,1
4864942.9373,-7646.68596666679,1
4864943.15821112,-7647.28385606201,1
4864947.99210267,-7643.55056478195,1
4864947.99210267,-7643.55056478195,1
4864947.99210267,-7643.55056478195,1
4864947.99210267,-7643.55056478195,1
4864954.20075898,-7641.10586984782,1
4864947.99210267,-7643.55056478195,1
4864946.91601112,-7645.20158939477,1
4864942.9373,-7646.68596666679,1
4864946.65249156,-7644.46397538678,1
4864944.27691112,-7645.77255606196,1
4864946.65249156,-7644.46397538678,1
4864946.65249156,-7644.46397538678,1
4864942.9373,-7646.68596666679,1
4864946.65249156,-7644.46397538678,1
4864942.9373,-7646.68596666679,1
4864942.9373,-7646.68596666679,1
4864942.9373,-7646.68596666679,1
4864946.65249156,-7644.46397538678,1
4864946.65249156,-7644.46397538678,1
4864942.9373,-7646.68596666679,1
4864942.9373,-7646.68596666679,1
4864947.22673333,-7645.42570000018,1
4864946.91601112,-7645.20158939477,1
4864942.9373,-7646.68596666679,1
4864942.9373,-7646.68596666679,1
4864942.9373,-7646.68596666679,1
4864942.9373,-7646.68596666679,1
4864946.65249156,-7644.46397538678,1
4864942.9373,-7646.68596666679,1
4864942.9373,-7646.68596666679,1
4864942.9373,-7646.68596666679,1
4864946.65249156,-7644.46397538678,2
4864947.99210267,-7643.55056478195,1
4864948.07237993,-7643.55315435541,1
4864947.99210267,-7643.55056478195,1
4864947.56281102,-7643.25935241784,1
4864948.07237993,-7643.55315435541,1
4864948.07237993,-7643.55315435541,1
4864948.07237993,-7643.55315435541,1
4864948.07237993,-7643.55315435541,1
4864947.99210267,-7643.55056478195,1
4864948.30282489,-7643.77467538735,1
4864947.99210267,-7643.55056478195,1
4864948.07237993,-7643.55315435541,1
4864947.99210267,-7643.55056478195,1
4864965.38426399,-7633.61746617935,1
4864965.38426399,-7633.61746617935,1
4864965.96514423,-7634.44756435288,1
4864965.45150813,-7633.70742919391,1
4864965.51876437,-7633.90072049067,1
4864965.17197711,-7633.11247176696,1
4864965.38426399,-7633.61746617935,1
4864965.45150813,-7633.70742919391,1
